Word	V	A	D	Anger	Disgust	Fear	Joy	Sadness	Surprise	Danger	Resource_Value	Social_Bond	Goal_Proximity	Is_Expanded
abutment	0.0	-0.47	0.232	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.6	1
abutting	0.0	0.667	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.5	1
abuzz	0.619	1.0	0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.6	0.5	1
aby	-0.23	-0.096	-0.264	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.2	0.2	1
abysmal	-0.5	0.42	0.196	0.0	0.0	0.0	0.0	1.0	0.0	0.7	0.0	0.1	0.1	1
abysmally	-1.0	-0.667	-0.958	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.1	1
abyss	-0.294	0.45	-0.408	0.0	0.0	1.0	0.0	1.0	0.0	0.95	0.0	0.0	0.0	1
abyssal	-0.533	-0.963	-0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.1	0.1	0.1	1
academia	0.156	-0.032	0.276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.7	0.75	1
academic	0.562	-0.16	0.624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.7	0.7	1
academic freedom	0.5	0.068	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.6	0.6	1
academic year	0.384	0.148	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.5	1
academically	0.667	-0.667	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.4	1
academy	0.408	-0.054	0.584	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.6	0.6	1
academy award	0.288	0.3	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.6	0.5	1
academy awards	0.656	0.328	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.6	0.5	1
acapulco	0.704	0.667	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.4	1
accede	0.396	0.02	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.6	0.5	1
accelerant	0.286	0.688	0.604	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.7	0.2	0.6	1
accelerate	0.23	0.804	0.518	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.5	0.8	1
accelerated	0.22	0.516	0.364	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.5	0.7	1
acceleration	0.408	0.81	0.686	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.5	0.7	1
accelerative	0.556	0.905	0.815	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.6	1
accelerator	0.186	0.66	0.624	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.7	0.4	0.7	1
acceleratory	0.444	1.0	0.708	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.6	1
accelerometer	0.0	0.667	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.3	0.6	1
accent	0.196	-0.286	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.5	0.4	1
accentual	0.095	0.222	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.4	0.3	1
accentuate	0.346	0.112	0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.5	1
accentuation	0.667	0.667	0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.5	1
accept	0.694	-0.428	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.8	0.7	1
acceptability	0.762	-0.667	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.7	0.6	1
acceptable	0.624	-0.428	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.6	0.6	1
acceptableness	0.667	-0.667	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.5	1
acceptably	0.542	-0.667	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.6	0.6	1
acceptance	0.666	-0.426	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.5	0.9	0.8	1
acceptances	0.694	-0.174	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.5	0.85	0.75	1
acceptant	0.667	-0.458	-0.481	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.4	0.8	0.65	1
accepter	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.75	0.6	1
acceptor	0.556	-0.519	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.6	0.65	1
access	0.428	-0.056	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.5	0.85	1
access code	0.096	-0.104	0.464	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.75	0.4	0.85	1
accessary	-0.238	-0.286	-0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.5	1
accessibility	0.366	-0.086	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.85	0.6	0.8	1
accessible	0.592	-0.18	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.6	0.8	1
accessibly	0.889	-0.148	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.75	0.55	0.75	1
accession	0.224	-0.234	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.7	0.65	0.85	1
accessories	0.429	0.083	-0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.45	1
accessorize	0.63	0.571	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.35	0.5	0.4	1
accessory	0.124	-0.416	-0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.45	0.5	0.5	1
accident	-0.75	0.816	-0.328	0.0	0.0	1.0	0.0	1.0	1.0	0.8	0.1	0.2	0.1	1
accidental	-0.362	0.568	-0.386	0.0	0.0	1.0	0.0	0.0	1.0	0.6	0.2	0.3	0.2	1
accidentally	-0.334	0.482	-0.334	0.0	0.0	0.0	0.0	0.0	1.0	0.6	0.2	0.3	0.2	1
accidently	-0.333	0.333	-0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.2	0.3	0.2	1
acclaim	0.124	0.618	0.436	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.8	0.7	1
acclaimer	0.81	0.667	0.611	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.7	0.6	1
acclamation	1.0	0.667	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.8	0.6	1
acclamatory	0.667	0.667	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.7	0.5	1
acclimate	0.333	0.63	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.4	0.8	1
acclimation	0.667	0.667	0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.4	0.8	1
acclimatization	0.667	-0.593	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.4	0.8	1
acclimatize	0.625	0.667	0.476	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.4	0.8	1
accolade	0.376	0.182	0.55	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.6	0.9	0.7	1
accommodate	0.688	-0.25	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.9	0.9	1
accommodation	0.634	-0.17	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.8	0.9	1
accommodative	0.625	-0.619	-0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.9	0.8	1
accommodator	0.667	-0.5	-0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.9	0.8	1
accompanied	0.0	0.056	-0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	1.0	0.7	1
accompanier	0.381	0.593	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	1.0	0.7	1
accompaniment	0.48	-0.042	0.39	0.0	0.0	0.0	1.0	0.0	0.0	0.1	0.6	0.9	0.7	1
accompanist	0.571	0.444	-0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.8	0.5	1
accompany	0.666	-0.188	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.9	0.6	1
accompanying	0.574	-0.08	0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.8	0.5	1
accomplice	-0.184	0.16	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.7	0.9	0.8	1
accomplish	0.858	0.346	0.632	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.2	1.0	1
accomplishable	0.667	0.095	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.9	1
accomplished	0.74	0.04	0.596	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.6	0.5	1.0	1
accomplisher	0.905	0.852	0.889	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.6	0.8	1
accomplishment	0.834	0.388	0.776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.4	1.0	1
accord	0.796	-0.472	-0.236	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.9	0.7	1
accordable	0.556	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.6	1
accordance	0.318	-0.302	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.7	1
accordant	0.611	-0.63	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.6	1
according to	0.42	-0.278	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	1
accordion	0.208	-0.02	-0.278	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.3	0.2	1
accordionist	0.074	0.667	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.6	0.3	1
accost	-0.667	0.667	0.792	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.1	0.1	1
account	0.062	-0.306	-0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.3	0.7	1
account executive	0.2	0.242	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.6	0.7	1
account for	0.0	-0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.8	1
account name	0.234	-0.204	-0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.3	0.6	1
accountability	0.51	0.074	0.666	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.7	0.8	1
accountable	0.418	-0.436	0.554	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.6	0.7	1
accountably	0.708	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.6	1
accountancy	0.222	-0.63	0.481	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.4	0.7	1
accountant	0.25	-0.1	0.278	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.5	0.7	1
accounting	0.104	-0.22	0.354	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.3	0.6	1
accounts	0.184	-0.32	-0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.5	1
accounts receivable	0.268	-0.094	0.354	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.2	0.6	1
accoutrement	0.111	-0.074	0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.3	0.5	1
accredit	0.75	0.417	0.619	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.6	0.7	1
accreditation	0.708	-0.667	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.6	0.8	1
accredited	0.338	-0.042	0.515	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.7	0.8	1
accretion	-0.104	0.038	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.2	0.4	1
accrual	0.667	0.667	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.2	0.6	1
accrue	0.04	-0.038	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.2	0.6	1
accruement	0.667	-0.167	0.519	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.2	0.6	1
accueil	-0.1	-0.098	-0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.8	0.5	1
accumulate	0.146	0.072	0.214	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.2	0.7	1
accumulation	-0.042	0.054	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.2	0.7	1
accumulative	0.292	-0.524	0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.3	0.7	1
accumulatively	0.0	0.667	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.3	0.7	1
accumulativeness	0.611	0.63	0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.6	1
accumulator	0.0	0.481	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.2	0.7	1
accuracy	0.208	-0.038	0.604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.5	0.9	1
accurate	0.486	-0.28	0.474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.5	0.9	1
accurately	0.667	0.167	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.5	0.9	1
accurateness	0.667	-0.875	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.5	0.8	1
accurse	-1.0	0.667	-0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.2	1
accursed	-0.73	0.49	-0.31	1.0	0.0	1.0	0.0	1.0	0.0	0.8	0.1	0.1	0.1	1
accursedly	-1.0	0.148	-0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.1	1
accursedness	-1.0	-0.524	-0.815	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.1	1
accusable	-0.667	0.222	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.2	0.3	1
accusation	-0.854	0.436	0.128	1.0	1.0	0.0	0.0	0.0	0.0	0.6	0.2	0.1	0.2	1
accusative	-0.604	0.51	-0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.2	0.3	1
accusatively	-0.619	0.667	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.2	0.3	1
accusatorial	-0.667	0.667	0.778	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.1	0.2	1
accusatorially	-0.667	0.63	0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.1	0.2	1
accusatory	-0.667	0.667	0.926	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.2	0.1	0.2	1
accuse	-0.734	0.504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.2	0.1	0.2	1
accused	-0.74	0.34	-0.16	1.0	0.0	1.0	0.0	0.0	0.0	0.7	0.0	0.2	0.1	1
accused of	-0.42	0.154	-0.276	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.1	0.0	1
accuser	-0.756	0.558	0.23	1.0	0.0	1.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	1
accusing	-0.688	0.49	-0.352	1.0	0.0	1.0	0.0	0.0	0.0	0.7	0.0	0.1	0.0	1
accustom	0.042	-0.467	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.6	1
accustomed	0.084	-0.27	-0.118	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.6	0.7	1
accustomed to	0.13	0.016	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.6	0.7	1
ace	0.286	-0.038	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.8	0.9	1
acerbate	-1.0	0.667	-0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.2	0.2	1
acerbic	-0.667	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.2	0.2	1
acetaminophen	0.333	-0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.5	0.8	1
acetate	0.0	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.3	0.4	1
acetic	-0.334	-0.16	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.3	0.3	1
acetone	-0.238	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.5	0.3	0.4	1
acetyl	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.5	0.3	0.4	1
acetylene	-0.388	-0.062	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.7	0.3	0.5	1
ache	-0.708	0.52	-0.376	0.0	0.0	0.0	0.0	1.0	0.0	0.4	0.0	0.4	0.2	1
ache for	-0.032	0.188	-0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.7	0.5	1
achievable	1.0	-0.185	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.5	1.0	1
achieve	0.632	0.09	0.686	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8	0.6	1.0	1
achieve success	1.0	0.118	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.5	1.0	1
achieved	0.792	0.038	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.5	1.0	1
achievement	0.792	0.616	0.518	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8	0.5	1.0	1
achiever	0.905	0.667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.7	0.9	1
achilles heel	-0.4	-0.178	-0.206	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.1	0.2	0.1	1
achiness	-0.714	-0.259	-0.958	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.4	0.2	1
aching	-0.894	0.76	-0.304	0.0	0.0	0.0	0.0	1.0	0.0	0.3	0.1	0.4	0.2	1
achromatic	0.0	-0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.5	1
achy	-0.666	0.68	-0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.4	0.2	1
acid	-0.47	0.284	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.4	0.2	0.3	1
acid rain	-0.838	0.404	-0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.1	1
acidic	-0.667	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.3	0.2	0.2	1
acidification	-0.667	0.19	-0.571	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.1	0.1	1
acidifier	-0.333	0.417	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3	0.3	0.3	1
acidify	-0.667	0.583	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3	0.3	0.3	1
acidity	-0.688	0.326	-0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.3	0.3	1
acidize	-0.667	0.667	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3	0.3	0.3	1
acidly	-0.619	0.0	0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.2	1
acknowledge	0.572	-0.26	0.322	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.9	0.7	1
acknowledgeable	0.708	0.0	0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.8	0.7	1
acknowledged	0.428	-0.114	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.5	1
acknowledgement	0.638	0.078	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.5	1
acknowledger	0.5	0.611	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.4	1
acknowledgment	0.592	0.056	0.554	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.5	1
acme	-0.184	-0.13	-0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.1	1.0	1
acne	-0.666	-0.052	-0.384	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.2	0.1	1
acolyte	0.333	-0.167	-0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.8	0.7	1
acorn	-0.104	-0.604	-0.616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.3	1
acoustic	0.084	-0.076	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.3	0.2	1
acoustic guitar	0.134	0.124	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.3	1
acoustical	0.0	-0.481	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.2	0.2	1
acoustically	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.2	0.2	1
acoustician	0.0	0.19	0.889	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.4	1
acoustics	0.222	-0.34	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.2	0.3	1
acquaint	0.292	-0.018	0.278	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.6	0.4	1
acquaintance	0.312	-0.42	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.6	0.4	1
acquaintanceship	0.333	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.7	0.4	1
acquainted	0.812	-0.284	0.264	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.7	0.4	1
acquiesce	-0.095	-0.667	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.5	0.4	1
acquiescence	0.084	-0.04	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.5	0.4	1
acquiescent	-0.333	-0.667	-0.889	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.8	0.6	1
acquiescently	-0.333	-0.667	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.5	1
acquirable	0.571	0.333	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.1	0.9	1
acquire	0.666	-0.064	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.1	1.0	1
acquired	0.074	0.5	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.2	0.8	1
acquired taste	-0.104	-0.136	-0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.4	0.4	1
acquirement	0.714	-0.667	0.519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.9	1
acquirer	0.042	0.619	0.741	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.6	0.5	0.7	1
acquiring	0.47	0.02	0.634	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.1	1.0	1
acquisition	0.396	0.018	0.472	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.9	0.2	0.9	1
acquisitions	0.546	0.32	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.9	0.2	0.9	1
acquisitive	-0.292	0.667	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.7	0.3	0.7	1
acquisitively	0.167	0.625	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.6	0.2	0.6	1
acquisitiveness	-0.619	0.667	0.708	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.2	0.5	1
acquit	0.166	0.142	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.6	0.8	1
acquittal	0.52	-0.006	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.7	0.9	1
acquitted	1.0	-0.556	0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.7	0.9	1
acquitter	1.0	0.583	0.733	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.8	0.8	1
acre	0.166	-0.226	-0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.0	0.1	0.7	1
acreage	0.482	-0.1	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.0	0.1	0.7	1
acres	0.02	-0.274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.5	0.7	1
acrid	-0.667	0.667	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.2	0.2	1
acridity	-0.81	0.667	-0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.2	0.2	1
acridly	-0.905	0.583	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.2	0.2	1
acridness	-0.667	0.667	-0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.2	0.2	1
acrimonious	-1.0	0.714	0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.1	1
acrimoniously	-0.875	0.708	-0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.1	1
acrimoniousness	-1.0	0.917	-0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.1	1
acrimony	-1.0	0.667	-0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.1	1
acrobat	0.416	0.656	0.204	0.0	0.0	1.0	1.0	0.0	0.0	0.3	0.4	0.6	0.5	1
acrobatic	1.0	1.0	0.519	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.5	0.4	1
acrobatically	0.704	1.0	0.708	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.5	0.4	1
acronym	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.6	1
acronymic	0.0	-0.889	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	1
acrophobia	-0.704	0.667	-0.704	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.4	0.1	1
acropolis	0.333	-0.667	0.762	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.6	0.8	1
across	0.0	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.6	1
across from	-0.242	-0.15	-0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.6	1
acrostic	0.25	-0.083	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	1
acrylic	0.164	-0.442	-0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.3	0.4	1
act	0.312	0.408	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.3	0.7	1
act as	0.178	-0.066	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.4	0.6	1
act for	-0.064	0.064	-0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.6	1
